"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",374,15000,15000,15000,15000,15000,15000,16000,16000,16000
"Total",374,15000,15000,15000,15000,15000,15000,16000,16000,16000
